judge,author,prompt_id,category,condition,correctness,completeness,clarity,creativity,constraint_adherence,composite,predicted_author,confidence,author_is_self,predicted_self,correct_recognition
gemini-3.1-pro,kimi-k2.6,design-001,design,c2,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,design-001,design,c2,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,design-001,design,c2,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,design-001,design,c2,8,9,9,7,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,design-002,design,c2,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,design-002,design,c2,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,design-002,design,c2,8,9,9,7,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,kimi-k2.6,design-002,design,c2,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,translate-001,translation,c2,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,translate-001,translation,c2,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,translate-001,translation,c2,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,translate-001,translation,c2,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,translate-002,translation,c2,8,8,9,7,9,8.2,gpt-5.5,3,0,0,0
gemini-3.1-pro,gpt-5.5,translate-002,translation,c2,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,translate-002,translation,c2,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,translate-002,translation,c2,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,kimi-k2.6,science-001,reasoning,c2,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,science-001,reasoning,c2,8,8,8,7,9,8.0,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,science-001,reasoning,c2,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,science-001,reasoning,c2,8,9,9,7,9,8.4,gpt-5.5,3,0,0,0
gemini-3.1-pro,claude-opus-4.7,science-002,reasoning,c2,8,9,9,7,9,8.4,gpt-5.5,3,0,0,0
gemini-3.1-pro,gpt-5.5,science-002,reasoning,c2,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,science-002,reasoning,c2,8,9,8,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,kimi-k2.6,science-002,reasoning,c2,8,9,8,7,9,8.2,gpt-5.5,3,0,0,0
gemini-3.1-pro,gpt-5.5,history-001,reasoning,c2,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,history-001,reasoning,c2,8,8,8,7,9,8.0,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,kimi-k2.6,history-001,reasoning,c2,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,history-001,reasoning,c2,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,economics-001,reasoning,c2,8,9,9,7,9,8.4,claude-opus-4.7,3,1,0,0
gemini-3.1-pro,claude-opus-4.7,economics-001,reasoning,c2,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,economics-001,reasoning,c2,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,economics-001,reasoning,c2,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,philosophy-001,ethics,c2,8,9,8,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,philosophy-001,ethics,c2,8,9,8,7,9,8.2,claude-opus-4.7,3,0,0,0
gemini-3.1-pro,kimi-k2.6,philosophy-001,ethics,c2,8,9,7,6,9,7.8,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,philosophy-001,ethics,c2,8,9,9,7,9,8.4,gpt-5.5,3,0,0,0
gemini-3.1-pro,kimi-k2.6,creative-005,creative,c2,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,creative-005,creative,c2,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,creative-005,creative,c2,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,creative-005,creative,c2,8,8,8,9,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,code-001,coding,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,code-001,coding,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,code-001,coding,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,code-001,coding,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gemini-3.1-pro,code-002,coding,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,code-002,coding,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,code-002,coding,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,code-002,coding,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,code-003,coding,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,code-003,coding,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,code-003,coding,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,code-003,coding,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,code-004,coding,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,code-004,coding,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,code-004,coding,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,code-004,coding,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,code-005,coding,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,code-005,coding,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,kimi-k2.6,code-005,coding,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,code-005,coding,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,math-001,reasoning,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,math-001,reasoning,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,kimi-k2.6,math-001,reasoning,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,math-001,reasoning,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,math-002,reasoning,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,math-002,reasoning,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,kimi-k2.6,math-002,reasoning,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,math-002,reasoning,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,math-003,reasoning,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,math-003,reasoning,c3,8,8,8,7,9,8.0,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,kimi-k2.6,math-003,reasoning,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,math-003,reasoning,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,logic-001,reasoning,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,logic-001,reasoning,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,logic-001,reasoning,c3,8,9,9,7,9,8.4,claude-opus-4.7,3,0,0,1
gemini-3.1-pro,gpt-5.5,logic-001,reasoning,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,logic-002,reasoning,c3,8,9,9,7,9,8.4,gpt-5.5,3,0,0,0
gemini-3.1-pro,gemini-3.1-pro,logic-002,reasoning,c3,8,8,8,7,9,8.0,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,logic-002,reasoning,c3,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,logic-002,reasoning,c3,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,logic-003,reasoning,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,logic-003,reasoning,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,logic-003,reasoning,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,logic-003,reasoning,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,creative-001,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,creative-001,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,creative-001,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,creative-001,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,kimi-k2.6,creative-002,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,creative-002,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,creative-002,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,creative-002,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,creative-003,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,creative-003,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,creative-003,creative,c3,8,8,8,9,9,8.4,gpt-5.5,3,1,0,0
gemini-3.1-pro,claude-opus-4.7,creative-003,creative,c3,8,8,8,9,9,8.4,gpt-5.5,3,0,0,0
gemini-3.1-pro,gpt-5.5,creative-004,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,creative-004,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,kimi-k2.6,creative-004,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,creative-004,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,explain-001,explanation,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,explain-001,explanation,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,explain-001,explanation,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,explain-001,explanation,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,explain-002,explanation,c3,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,explain-002,explanation,c3,8,9,9,7,9,8.4,gpt-5.5,3,1,0,0
gemini-3.1-pro,claude-opus-4.7,explain-002,explanation,c3,8,9,9,7,9,8.4,gpt-5.5,3,0,0,0
gemini-3.1-pro,gpt-5.5,explain-002,explanation,c3,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,explain-003,explanation,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,explain-003,explanation,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,explain-003,explanation,c3,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,explain-003,explanation,c3,8,9,9,7,9,8.4,gpt-5.5,3,1,0,0
gemini-3.1-pro,gpt-5.5,ethics-001,ethics,c3,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,ethics-001,ethics,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,ethics-001,ethics,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,ethics-001,ethics,c3,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,ethics-002,ethics,c3,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,ethics-002,ethics,c3,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,ethics-002,ethics,c3,8,9,8,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,ethics-002,ethics,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,design-001,design,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,design-001,design,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,design-001,design,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,design-001,design,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,design-002,design,c3,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,design-002,design,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,design-002,design,c3,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,design-002,design,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,translate-001,translation,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,translate-001,translation,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,translate-001,translation,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,translate-001,translation,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,translate-002,translation,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,translate-002,translation,c3,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,translate-002,translation,c3,8,8,9,7,9,8.2,gpt-5.5,3,0,0,0
gemini-3.1-pro,gemini-3.1-pro,translate-002,translation,c3,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gemini-3.1-pro,science-001,reasoning,c3,8,8,8,7,9,8.0,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,science-001,reasoning,c3,8,9,9,7,9,8.4,gpt-5.5,3,0,0,0
gemini-3.1-pro,gpt-5.5,science-001,reasoning,c3,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,science-001,reasoning,c3,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,science-002,reasoning,c3,8,9,8,7,9,8.2,gpt-5.5,3,0,0,0
gemini-3.1-pro,claude-opus-4.7,science-002,reasoning,c3,8,9,9,7,9,8.4,gpt-5.5,3,0,0,0
gemini-3.1-pro,gemini-3.1-pro,science-002,reasoning,c3,8,9,8,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,science-002,reasoning,c3,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,history-001,reasoning,c3,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,history-001,reasoning,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,history-001,reasoning,c3,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,history-001,reasoning,c3,8,9,8,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,economics-001,reasoning,c3,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,economics-001,reasoning,c3,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,economics-001,reasoning,c3,8,9,9,7,9,8.4,claude-opus-4.7,3,1,0,0
gemini-3.1-pro,kimi-k2.6,economics-001,reasoning,c3,8,8,7,6,9,7.6,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,philosophy-001,ethics,c3,8,9,8,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,philosophy-001,ethics,c3,8,8,8,7,9,8.0,claude-opus-4.7,3,0,0,0
gemini-3.1-pro,claude-opus-4.7,philosophy-001,ethics,c3,8,9,9,7,9,8.4,gpt-5.5,3,0,0,0
gemini-3.1-pro,kimi-k2.6,philosophy-001,ethics,c3,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,creative-005,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,creative-005,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,creative-005,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,creative-005,creative,c3,8,8,8,9,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,code-001,coding,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,code-001,coding,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,code-001,coding,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,code-001,coding,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gemini-3.1-pro,code-002,coding,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,code-002,coding,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,code-002,coding,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,code-002,coding,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,code-003,coding,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,code-003,coding,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,code-003,coding,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,code-003,coding,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,code-004,coding,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,code-004,coding,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,code-004,coding,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,code-004,coding,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,code-005,coding,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,code-005,coding,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,code-005,coding,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,code-005,coding,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,math-001,reasoning,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,kimi-k2.6,math-001,reasoning,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,math-001,reasoning,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,math-001,reasoning,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,math-002,reasoning,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,math-002,reasoning,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,math-002,reasoning,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,math-002,reasoning,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,math-003,reasoning,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,math-003,reasoning,c1,8,8,8,7,9,8.0,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,math-003,reasoning,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,math-003,reasoning,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,logic-001,reasoning,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,logic-001,reasoning,c1,8,9,9,7,9,8.4,claude-opus-4.7,3,0,0,1
gemini-3.1-pro,kimi-k2.6,logic-001,reasoning,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,logic-001,reasoning,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,logic-002,reasoning,c1,8,9,9,7,9,8.4,gpt-5.5,3,0,0,0
gemini-3.1-pro,gpt-5.5,logic-002,reasoning,c1,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,logic-002,reasoning,c1,8,8,8,7,9,8.0,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,kimi-k2.6,logic-002,reasoning,c1,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,logic-003,reasoning,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,logic-003,reasoning,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,logic-003,reasoning,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,kimi-k2.6,logic-003,reasoning,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,creative-001,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,creative-001,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,creative-001,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,creative-001,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,creative-002,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,creative-002,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,creative-002,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,creative-002,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,creative-003,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,creative-003,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,creative-003,creative,c1,8,8,8,9,9,8.4,gpt-5.5,3,1,0,0
